major_category	major_preprocessed	major_original	Realistic	Investigative	Artistic	Social	Enterprising	Conventional
	inform technolog	Information Technology	0.21875	0.3125	0.6875	0.5625	0.53125	0.15625
	veterinari medecin	veterinary medecine	0.46875	0.71875	0.21875	0.25	0.09375	0.3125
	bsuiness	bsuiness	0.625	0.875	0.46875	0.34375	0.0625	0.6875
	maritim	Maritime	0.5	0.375	0.625	0.90625	0.6875	0.34375
	kinesiolog	kinesiology	0.5	0.65625	0.25	0.8125	0.5625	0.65625
	radiolog	radiology	0.125	0.9375	0.625	0.46875	0.0	0.125
	design	Design	0.15625	0.5	0.78125	0.375	0.28125	0.21875
	diesel techonolgi	Diesel techonolgy	0.5	0.0	0.0	0.0625	0.125	0.25
	tourism	tourism	0.21875	0.53125	0.6875	0.65625	0.40625	0.25
	medic	Medical	0.25	0.9375	0.53125	0.71875	0.5	0.1875
	medic	Medical	0.03125	0.6875	0.625	0.8125	0.5625	0.1875
	chef	chef	0.6875	0.53125	0.40625	0.40625	0.4375	0.25
	process anim product food technolog	processing animal products (food technology)	0.25	0.46875	0.125	0.0	0.15625	0.0625
	system analysi	System analysis	0.1875	0.40625	0.6875	0.375	0.0625	0.34375
	com	Com	0.0	0.3125	0.75	0.5	0.21875	0.0
	dental hygien	dental hygiene	0.09375	0.5625	0.71875	0.90625	0.4375	0.09375
	pharmaceut	pharmaceutical	0.46875	0.5625	0.5625	0.375	0.46875	0.4375
	organiz behavior	Organizational Behavior	0.21875	0.4375	0.25	0.53125	0.28125	0.4375
	design	Design	0.40625	0.34375	0.75	0.5	0.21875	0.0625
	kinesiolog	kinesiology	0.1875	0.71875	0.46875	0.65625	0.125	0.46875
	med	Pre-Med	0.0625	0.8125	0.40625	0.71875	0.1875	0.125
	pharmaci	pharmacy	0.78125	0.875	0.125	0.875	0.28125	0.25
	fashion	Fashion	0.0	0.09375	0.34375	0.21875	0.53125	0.03125
	theatr design	theatre design	0.34375	0.5625	0.65625	0.59375	0.125	0.09375
	culinari	culinary	0.53125	0.65625	0.28125	0.5625	0.5625	0.5
	televis radio	television radio	0.09375	0.71875	0.5625	0.5	0.375	0.125
	comput repair current udecid	computer repair, current udecided	0.25	0.625	0.59375	0.125	0.0	0.1875
	kinesiolog	Kinesiology	0.0	0.8125	0.5	0.78125	0.125	0.21875
	buis	Buisness	0.46875	0.6875	0.6875	0.53125	0.59375	0.5625
	kinesiolog	Kinesiology	0.5625	1.0	0.03125	0.65625	0.15625	0.59375
	translat	Translation	0.03125	0.0	0.34375	0.1875	0.25	0.1875
	industri electron	Industrial electronics	0.4375	0.1875	0.3125	0.4375	0.375	0.28125
	land survey	land survey	0.28125	0.40625	0.40625	0.4375	0.53125	0.3125
	librarianship	Librarianship	0.25	0.28125	0.28125	0.5	0.25	0.96875
	interior design	Interior design	0.21875	0.59375	0.46875	0.53125	0.09375	0.5
	forens	Forensic	0.375	0.6875	0.5625	0.71875	0.5	0.4375
	theatr	Theatre	0.21875	0.4375	0.9375	0.40625	0.34375	0.0625
	theatr	Theatre	0.21875	0.1875	0.78125	0.15625	0.28125	0.4375
	inform technolog	IT	0.34375	0.6875	0.34375	0.4375	0.53125	0.75
	multi media	Multi-Media	0.28125	0.40625	0.78125	0.46875	0.40625	0.125
	environment	Environmental studies	0.375	0.59375	0.1875	0.59375	0.5625	0.96875
	inform securitti	Information Securitty	0.3125	0.15625	0.21875	0.21875	0.34375	0.59375
	nutrit	nutrition	0.0625	0.5	0.21875	0.375	0.40625	0.5
	design product design	Design, Product Design	0.40625	0.5	0.625	0.59375	0.5	0.5
	medic	Medical	0.125	0.71875	0.375	0.53125	0.125	0.0625
	inform technolog	IT	0.0625	0.0	0.1875	0.75	0.21875	0.59375
	auto technolog	auto tech	0.625	0.71875	0.6875	0.75	0.28125	0.28125
	social justic	social justice	0.125	0.4375	0.21875	0.40625	0.21875	0.125
	fashion	Fashion	0.40625	0.78125	0.40625	0.4375	0.46875	0.5
	ultra sound	Ultra  sound 	0.125	0.375	0.21875	0.25	0.0625	0.1875
	medic	medic	0.4375	0.65625	0.59375	0.5625	0.40625	0.3125
	inform technolog	it	0.53125	0.75	0.5625	0.4375	0.5625	0.625
	pharmaci	pharmacy	0.0	0.375	0.0625	0.1875	1.0	0.9375
	pharmaci	pharmacy 	0.53125	0.6875	0.8125	1.0	0.5625	0.625
	tourism	Tourism	0.21875	0.40625	0.28125	0.40625	0.25	0.25
	bisi	bisiness	0.09375	0.25	0.25	0.6875	0.34375	0.1875
	social servic	social service	0.0	0.03125	0.4375	0.53125	0.25	0.3125
	design	designing	0.25	0.0	0.125	0.125	0.0625	0.25
	medic	medic	0.0625	0.75	0.3125	0.4375	0.375	0.0625
	radio televis	Radio-Television	0.1875	0.65625	0.8125	0.6875	0.3125	0.375
	pharmaci	pharmacy	0.0625	0.96875	0.3125	0.84375	0.0	0.09375
	model design	Model design	0.9375	0.625	0.59375	0.5625	0.53125	0.25
	inform technolog	Information Technology	0.5625	0.5	0.46875	0.78125	0.59375	0.625
	medic	medic	0.4375	0.90625	0.53125	0.59375	0.5625	0.6875
	undecid	Undecided	0.125	0.5	0.625	0.53125	0.21875	0.21875
	fisheri wildlif	fisheries and wildlife	0.25	0.875	0.03125	0.625	0.21875	0.59375
	culinari	culinary	0.0625	0.03125	0.15625	0.65625	0.6875	0.71875
	industri design	industrial design	0.0	0.40625	0.53125	0.40625	0.28125	0.0
	media	Media Studies	0.1875	0.34375	0.65625	0.28125	0.25	0.53125
	classic	Classics	0.53125	0.625	0.3125	0.3125	0.5	0.5
	communiti develop	community development	0.53125	0.9375	0.53125	1.0	0.625	0.1875
	sain komput	sains komputer	0.59375	0.78125	0.25	0.5625	0.53125	0.6875
	medic	Medical	0.78125	1.0	0.53125	0.25	0.15625	0.625
	inform technolog	IT	0.3125	0.28125	0.46875	0.75	0.25	0.34375
	mechan design	Mechanical Design	0.25	0.09375	0.40625	0.25	0.09375	0.34375
	design	Design	0.1875	0.0625	0.59375	0.28125	0.21875	0.25
	comput	Computer 	0.6875	0.59375	0.3125	0.59375	0.1875	0.625
	indian	indian studies	0.84375	0.46875	0.09375	0.5	0.0625	0.40625
	tourism	Tourism	0.625	0.5625	0.75	0.6875	0.625	0.625
	tourism	tourism	0.25	0.625	0.25	0.625	0.25	0.5
	tourism	Tourism	0.125	0.5625	0.5625	0.8125	0.40625	0.375
	tourism	Tourism	0.25	0.53125	0.90625	0.78125	0.625	0.40625
	nutrit	nutrition	0.125	0.75	0.0	0.6875	0.25	0.375
	graphic	graphic	0.0625	0.0	0.25	0.5	0.1875	0.4375
	tourism	Tourism	0.09375	0.46875	0.53125	0.75	0.5625	0.625
	cybersecur	Cybersecurity	0.40625	0.625	0.84375	0.71875	0.59375	0.75
	vetrinarian	vetrinarian	0.5	0.84375	0.5625	0.65625	0.375	0.25
	design	Design	0.46875	0.625	0.34375	0.09375	0.0625	0.25
	screen media anim	Screen and Media (Animation)	0.34375	0.625	0.6875	0.3125	0.21875	0.6875
	media	media	0.625	0.65625	0.78125	0.625	0.6875	0.5
	marriag famili therapi	marriage & family therapy	0.0	0.125	0.5	0.5625	0.0625	0.125
	urban plan	Urban Planning	0.3125	0.40625	0.25	0.40625	0.4375	0.5625
	comput	Computer	0.5	0.28125	0.6875	0.5625	0.625	0.53125
	tourism	Tourism	0.1875	0.1875	0.5625	0.5625	0.5	0.5625
	tamil	tamil	0.125	0.21875	0.28125	0.8125	0.0625	0.15625
	medic technolog	Medical Technology	0.0625	0.59375	0.5	0.40625	0.71875	0.3125
	cybersecur	cybersecurity	0.28125	0.53125	0.875	0.625	0.65625	0.125
	anim	animation	0.3125	0.75	0.125	0.0	0.0	0.625
	electron system technolog	Electronic systems technology	0.78125	0.75	0.375	0.65625	0.21875	0.1875
	tourism	tourism	0.3125	0.84375	0.53125	0.5625	0.875	0.40625
	leadership	leadership	0.53125	0.4375	0.40625	0.65625	0.40625	0.34375
	pharmaci	pharmacy	0.71875	0.96875	0.6875	0.65625	0.5625	0.34375
	cyber secur	cyber security	0.8125	0.15625	0.21875	0.34375	0.5	0.78125
	train develop	training and development	0.03125	0.0	0.34375	0.5625	0.4375	0.125
	scriptwrit	Scriptwriting	0.03125	0.84375	0.84375	0.625	0.40625	0.0
	mission	Missions	0.375	0.25	0.9375	0.6875	0.28125	0.59375
	inform technolog	Information Technology	0.75	0.65625	0.71875	0.9375	0.21875	0.5625
	aerodynam	Aerodynamics	0.4375	0.125	0.25	0.4375	0.21875	0.34375
	design	Design 	0.09375	0.09375	0.75	0.65625	0.71875	0.4375
	teach	teaching	0.1875	0.5	0.3125	0.65625	0.21875	0.40625
	tesl	TESL	0.0	0.0	0.65625	0.75	0.21875	0.0625
	mechan design	MECHANICAL DESIGN	0.65625	0.59375	0.5	0.0625	0.0625	0.25
	flim	flim	0.125	0.4375	0.78125	0.3125	0.21875	0.09375
	creativ write	Creative Writing	0.25	0.625	0.59375	0.8125	0.21875	0.40625
	pharmacist	pharmacist	0.46875	0.71875	0.40625	0.25	0.21875	0.4375
	medic	Medication	0.0625	0.875	0.5	0.75	0.4375	0.125
	pharmaci	pharmacy	0.34375	0.53125	0.53125	0.65625	0.5	0.5
	dentistri	dentistry	0.40625	0.8125	0.34375	0.5625	0.40625	0.5625
	medic	medical	0.4375	0.71875	0.625	0.625	0.625	0.46875
	poop	poop	1.0	1.0	1.0	1.0	1.0	1.0
	havent	i havent	0.28125	0.53125	0.5625	0.90625	0.4375	0.40625
	physiotherapist	physiotherapist	0.0625	0.375	0.0	0.375	0.0	0.0625
	kiniesiolog	Kiniesiology	0.4375	0.4375	0.28125	0.53125	0.40625	0.4375
	child youth care	Child and Youth Care	0.09375	0.46875	0.4375	0.6875	0.21875	0.15625
	inform technolog	Information Technology	0.5	0.96875	0.59375	0.46875	0.21875	0.46875
	paraleg	Paralegal studies	0.0625	0.28125	0.15625	0.25	0.59375	0.8125
	respiratori	respiratory	0.1875	0.59375	0.34375	0.5625	0.34375	0.28125
	construct	construction	0.59375	0.5	0.46875	0.5	0.625	0.34375
	doctor	doctoring	0.03125	0.4375	0.46875	0.65625	0.375	0.1875
	liber	liberal studies	0.9375	0.4375	0.15625	0.96875	0.625	0.6875
	pysch	pysch	0.0	0.5625	0.09375	0.15625	0.0	0.09375
	comput	Computing	0.53125	0.25	0.375	0.34375	0.25	0.5625
	dentistri	dentistry	0.28125	0.75	0.40625	0.375	0.6875	0.75
	pharmaci	pharmacy 	0.15625	0.90625	0.5625	0.90625	0.46875	0.34375
	physocolgi	physocolgy	0.3125	0.25	0.25	0.6875	0.5	0.5625
	film	Film	0.625	0.375	0.84375	0.65625	0.625	0.6875
	inform technolog	IT	0.5	0.78125	0.90625	0.5	0.0625	0.1875
	undeclar	undeclared	0.46875	0.53125	0.28125	0.5625	0.625	0.25
	hospit	hospitality	0.125	0.09375	0.15625	0.09375	0.125	0.09375
	éducat	Éducation 	0.0	0.15625	0.125	0.34375	0.0625	0.0
	teacher	teacher	0.03125	0.0625	0.3125	0.875	0.5625	0.125
	tesl	TESL	0.0625	0.09375	0.84375	0.875	0.375	0.125
	liber	LIBERAL STUDIES	0.09375	0.0	0.34375	0.46875	0.0625	0.0625
	dental assist	Dental Assisting	0.0	0.09375	0.3125	0.21875	0.125	0.0
	design	Design	0.1875	0.40625	0.84375	0.5625	0.5625	0.375
	masscom	Masscom	0.125	0.3125	0.8125	0.71875	0.53125	0.1875
	cybernet	Cybernetics	0.40625	0.84375	0.59375	0.46875	0.5625	0.1875
	medic	Medic	0.15625	0.5	0.53125	0.71875	0.625	0.3125
	medic	medic	0.5	0.6875	0.59375	0.59375	0.4375	0.40625
	undecid	undecided	0.03125	0.84375	0.75	0.5625	0.375	0.1875
	nutrit	Nutrition	0.34375	0.65625	0.46875	0.71875	0.0625	0.125
	kinesiolog	kinesiology	0.3125	0.6875	0.3125	0.625	0.375	0.28125
	drama	Drama	0.0	0.0	0.875	0.21875	0.21875	0.0625
	radiolog	Radiology	0.03125	0.125	0.125	0.40625	0.1875	0.03125
	medic	medic	0.5625	0.75	0.78125	0.6875	0.5625	0.5
	entreprenuership ict	Diploma entreprenuership and ICT	0.5	0.75	0.8125	1.0	0.875	0.9375
	cultur	Culture Studies	0.28125	0.5	0.5	0.21875	0.46875	0.25
	design	designing	0.28125	0.28125	0.78125	0.46875	0.5	0.21875
	style	style	0.8125	0.84375	0.875	0.9375	0.53125	0.71875
	attend colleg	attended 3 colleges	0.9375	1.0	0.875	1.0	0.9375	1.0
	surgic technolog	Surgical Tech	0.0	0.6875	0.0	0.75	0.25	0.125
	ota	OTA	0.59375	0.6875	0.1875	0.90625	0.3125	0.46875
	medic	medical	0.125	0.1875	0.6875	0.9375	0.375	0.375
	case worker	Case worker	0.15625	0.59375	0.46875	0.90625	0.65625	0.6875
	cosmetolog	Cosmetology	0.25	0.1875	0.59375	0.75	0.6875	0.4375
	organiz leadership	organizational leadership	0.03125	0.3125	0.34375	0.625	0.40625	0.25
	cosmetolog	Cosmetology	0.21875	0.0625	0.59375	0.8125	0.78125	0.34375
	languag	Languages	0.0625	0.625	0.34375	0.59375	0.46875	0.65625
	screenwrit	screenwriting	0.09375	0.84375	0.8125	0.46875	0.3125	0.125
	pharmaci	Pharmacy 	0.25	0.53125	0.21875	0.71875	0.15625	0.40625
	speech patholog	Speech Pathology	0.21875	0.53125	0.28125	0.78125	0.40625	0.34375
	dentistri	Dentistry	0.375	0.875	0.1875	0.6875	0.5	0.875
	medic	medical	0.40625	0.40625	0.40625	0.59375	0.53125	0.5625
	commerc taxat	Bachelors of Commerce,Taxation	0.625	0.5625	0.625	0.8125	0.53125	0.75
	child develop	child development	0.25	1.0	0.9375	0.875	0.1875	0.25
	film	Film	0.03125	0.03125	0.71875	0.46875	0.15625	0.03125
	inform technolog	Information Technology	0.34375	0.90625	0.6875	0.875	0.34375	0.71875
	teach	Teaching	0.0	0.21875	0.15625	0.46875	0.125	0.46875
	cyber secur	cyber security 	0.125	0.125	0.34375	0.6875	0.34375	0.21875
	comm	Comm	0.46875	0.625	0.5625	0.78125	0.59375	0.65625
	undecid	undecided	0.53125	0.53125	0.6875	0.625	0.59375	0.125
	interior design	Interior Design	0.53125	0.40625	0.65625	0.6875	0.34375	0.21875
	medic bill code	Medical billing and coding	0.5	0.625	0.875	0.25	0.625	0.0
	fashion merchandisng	Fashion Merchandisng	0.46875	0.5	0.625	0.875	0.53125	0.5625
	softwar system	Software Systems	0.90625	0.375	0.34375	0.625	0.625	0.78125
	softwar system	Software Systems	0.9375	0.28125	0.1875	0.65625	0.59375	0.84375
	pharmacist	pharmacist	0.40625	0.3125	0.1875	0.4375	0.375	0.375
	respiratori	Respiratory 	0.0625	0.21875	0.75	0.5	0.03125	0.0
	radiolog	Radiology	0.0625	0.125	0.25	0.53125	0.46875	0.03125
	aviat	aviation	0.46875	0.8125	0.25	0.375	0.40625	0.5625
	media	Media	0.25	0.21875	0.53125	0.625	0.65625	0.4375
	pyhscholog	Pyhschology 	0.0	0.125	0.375	0.5625	0.3125	0.3125
	inform technolog	IT	0.125	0.90625	0.21875	0.625	0.4375	0.625
	teach	teaching 	0.375	0.65625	0.15625	0.59375	0.46875	0.6875
	war peac	Studies in War and Peace	0.0	0.09375	0.0625	0.53125	0.40625	0.03125
	medic	medic	0.0	0.75	0.21875	0.09375	0.09375	0.0
	cyber secur	cyber security	0.0	0.3125	0.40625	0.8125	0.15625	0.0
	nne	nne	0.21875	0.84375	0.71875	0.59375	0.375	0.21875
	undeclar	undeclared 	0.09375	0.125	0.1875	0.8125	0.46875	0.0625
	buy merchandis	Buying and Merchandise	0.28125	0.78125	0.78125	0.96875	0.4375	0.4375
	comput	Computing	0.0625	0.0625	0.5	0.375	0.25	0.5625
	theater	Theater	0.0	0.125	0.9375	0.71875	0.5625	0.0625
	comput repair	computer repair	0.3125	0.46875	0.34375	0.34375	0.53125	0.3125
	social justic	social justice	0.4375	0.0625	0.65625	0.3125	0.1875	0.09375
	public privat secur	public and private security	0.28125	0.3125	0.4375	0.65625	0.46875	0.375
	kinesiolog	Kinesiology	0.03125	0.6875	0.0625	0.53125	0.53125	0.40625
	ultrasound technolog	ultrasound tech	0.28125	0.90625	0.71875	0.625	0.4375	0.34375
	nutrit	Nutrition 	0.46875	0.71875	0.25	0.21875	0.28125	0.75
	marriag famili therapi	Marriage and family therapy	0.21875	0.71875	0.46875	0.5	0.34375	0.3125
	motion pictur televis	motion picture and television	0.34375	0.75	0.90625	0.71875	0.53125	0.25
	pharmaceut	PHARMACEUTICALS	0.21875	0.5	0.4375	0.71875	0.375	0.65625
	comput applic	computer application	0.8125	0.75	0.5625	0.875	0.5625	0.84375
	inform technolog	Information Technology	0.125	0.6875	0.875	1.0	0.5	0.28125
	aerospac	Aerospace	0.28125	0.71875	0.46875	0.5625	0.4375	0.1875
	urban plnning	Urban plnning	0.40625	0.40625	0.34375	0.6875	0.28125	0.5625
	film	film	0.3125	0.5625	0.96875	0.59375	0.59375	0.375
	theatr	Theatre	0.09375	0.53125	0.875	0.71875	0.46875	0.15625
	medic	medical	0.65625	0.78125	0.71875	0.65625	0.6875	0.6875
	optometri	optometry	0.46875	0.6875	0.40625	0.75	0.71875	0.71875
	languag	languages	0.125	0.4375	0.15625	0.5	0.21875	0.15625
	philolog	philology	0.25	0.65625	0.65625	0.75	0.3125	0.15625
	inform technolog	information technology	0.1875	0.5	0.28125	0.3125	0.5	0.28125
	leadership	leadership	0.0	0.375	0.09375	0.59375	0.28125	0.40625
	film psychoiogi	film and psychoiogy	0.5625	0.71875	0.75	0.53125	0.28125	0.40625
	forens	forensic	0.46875	0.75	0.21875	0.875	0.40625	0.625
	hotel mangement	hotel mangement	0.25	0.1875	0.25	0.8125	0.71875	0.46875
	medic lab technician	Medical Lab Technician	0.375	0.71875	0.34375	0.71875	0.21875	0.3125
	technolog	technology	0.6875	0.625	0.21875	0.375	0.0	0.125
	nutrit	Nutrition 	0.125	0.40625	0.28125	0.71875	0.28125	0.4375
	liber	Liberal Studies	0.59375	0.625	0.71875	0.75	0.71875	0.75
	teach	Teaching	0.125	0.9375	0.8125	0.65625	0.5	0.25
	auto mechan	auto mechanic	0.6875	0.5625	0.3125	0.375	0.375	0.125
	auto mechan	auto mechanic	0.65625	0.03125	0.1875	0.21875	0.46875	0.0625
	inform technolog	IT	0.0	0.0	0.03125	0.0	0.0	0.4375
	occup therapi	Occupational Therapy	0.0	0.5	0.09375	0.40625	0.375	0.125
	radiolog	Radiology	0.15625	0.125	0.375	0.15625	0.4375	0.0
	classic	Classics	0.09375	0.5	0.75	0.90625	0.5	0.25
	industri design	Industrial Design	0.34375	0.71875	0.875	0.4375	0.1875	0.1875
	undeclar	Undeclared	0.375	0.59375	0.375	0.5	0.21875	0.375
	profession technic write	Professional Technical Writing	0.0	0.21875	0.90625	0.6875	0.40625	0.21875
	divers	Diversity Studies	0.15625	0.8125	0.46875	0.78125	0.53125	0.53125
	theater	theater	0.1875	0.96875	0.8125	0.90625	0.625	0.75
	fashion merchandis	Fashion merchandising 	0.03125	0.0	0.1875	0.28125	0.6875	0.5
	kesehatan	Kesehatan	0.125	0.53125	0.3125	0.59375	0.4375	0.28125
	occup therapi	Occupational therapy	0.125	0.375	0.1875	0.375	0.0	0.0625
	inform technolog	information technology	0.40625	0.125	0.34375	0.21875	0.0625	0.21875
	interior design	interior design	0.3125	0.53125	0.53125	0.75	0.53125	0.25
	hospit tourism mgmt	Hospitality&Tourism Mgmt	0.5	0.125	0.9375	0.96875	0.875	0.75
	veterinari	Veterinary 	0.3125	0.96875	0.3125	0.6875	0.625	0.1875
	medic code reimburs	medical coding and reimbursement	0.09375	0.5	0.0625	0.4375	0.34375	0.71875
	textil design	Textile Design	0.28125	0.375	0.5625	0.8125	0.28125	0.21875
	urban	Urban Studies	0.46875	0.5625	0.3125	0.65625	0.34375	0.09375
	design	Design	0.40625	0.71875	0.40625	0.71875	0.46875	0.15625
	labor employ relat	Labor & Employment Relations	0.15625	0.46875	0.3125	0.71875	0.75	0.65625
	justic	justice studies	0.15625	0.09375	0.0	0.5625	0.0	0.0
	social servic	Social Services	0.1875	0.28125	0.25	0.625	0.46875	0.15625
	pharmaci	Pharmacy	0.0	0.0	0.125	0.0625	0.0	0.0
	nutrit	Nutrition	0.03125	0.40625	0.59375	0.6875	0.15625	0.0
	design	design	0.71875	0.71875	0.65625	0.625	0.34375	0.375
	na	na	0.3125	0.34375	0.5	0.78125	0.5625	0.65625
	electron	electronic	0.25	0.59375	0.46875	0.4375	0.46875	0.34375
	fashion design	Fashion Design	0.0625	0.0625	0.09375	0.0	0.3125	0.0
	fashion design	Fashion designing 	0.3125	0.4375	0.71875	0.9375	0.65625	0.4375
	doctor	Doctor	0.375	0.71875	0.25	0.3125	0.4375	0.21875
	social welfar	Social welfare	0.0625	0.375	0.40625	0.4375	0.28125	0.09375
	cultur	culture studies	0.4375	0.53125	0.5625	0.71875	0.375	0.1875
	pastri	pastry	0.25	0.5625	0.25	0.8125	0.4375	0.4375
	philanthropi	philanthropy	0.0	0.0625	0.5	0.90625	0.53125	0.0
	hospit	Hospitality	0.34375	0.875	0.75	0.53125	0.59375	0.34375
	inform technolog	Information Technology	0.59375	0.96875	0.28125	0.53125	0.53125	0.90625
	electrician	Electrician	0.46875	0.3125	0.0625	0.25	0.53125	0.6875
	undecid	undecided	0.34375	0.1875	0.71875	0.875	0.3125	0.5
	teach	Teaching	0.59375	0.375	0.75	0.90625	0.53125	0.625
	automot	automotive	0.40625	0.4375	0.4375	0.625	0.4375	0.375
	environment technolog	environmental technology	0.21875	0.5	0.34375	0.5625	0.4375	0.46875
	chef	chef	0.21875	0.21875	0.625	0.5625	0.40625	0.1875
	med	Med	0.03125	0.65625	0.0	0.375	0.0625	0.09375
	med	Pre Med	0.0	0.53125	0.375	0.3125	0.21875	0.0
	doctor	doctor 	0.09375	0.96875	0.34375	0.71875	0.125	0.0625
	dermatologist	dermatologists	0.03125	0.5	0.46875	0.6875	0.46875	0.15625
	pharmaci	Pharmacy	0.40625	0.71875	0.9375	0.65625	0.625	0.53125
	med	Pre Med	0.0	0.59375	0.34375	0.25	0.125	0.0
	mechan	Mechanical	0.875	0.625	0.65625	0.875	0.84375	0.8125
	sport	sports	0.46875	0.75	0.53125	0.9375	0.8125	0.5
	anim	3D Animation	0.15625	0.5	0.65625	0.34375	0.40625	0.5
	islam	islamic studies	0.375	0.46875	0.53125	0.5625	0.4375	0.5
	pharmacist	Pharmacist	0.25	0.625	0.28125	0.375	0.375	0.28125
	inform technolog	Information Technology	0.28125	0.09375	0.1875	0.40625	0.125	0.28125
	bibl	Bible	0.46875	0.59375	0.8125	0.34375	0.5	0.09375
	mecatron	mecatronics	0.34375	0.0	0.0	0.0625	0.0	0.1875
	cultur	Culture Studies	0.375	0.53125	0.78125	0.25	0.125	0.1875
	tour	tour	0.125	0.1875	0.53125	0.375	0.4375	0.4375
	surgic technolog	Surgical Tech	0.0625	0.28125	0.1875	0.78125	0.4375	0.15625
	kinesiolog	Kinesiology	0.125	0.375	0.3125	0.84375	0.21875	0.25
	bahasa malaysia	Bahasa Malaysia	0.28125	0.1875	0.625	0.84375	0.75	0.5
	therapi	therapy	0.03125	0.875	0.71875	0.28125	0.09375	0.0
	electr	electrical	0.8125	0.5625	0.125	0.34375	0.78125	0.5625
	kinesiolog	Kinesiology	0.53125	0.65625	0.75	0.78125	0.28125	0.28125
	teach	teaching	0.0625	0.4375	0.75	0.5625	0.46875	0.40625
	industri design	industrial design	0.125	0.4375	0.65625	0.53125	0.3125	0.3125
	dentistri	Dentistry	0.0	0.875	0.75	0.8125	0.6875	0.0
	leadership	Leadership	0.125	0.34375	0.8125	0.71875	0.4375	0.15625
	draw paint	Drawing and Painting	0.25	0.59375	0.5	0.625	0.03125	0.0
	interior design	Interior Design	0.09375	0.0	0.4375	0.375	0.3125	0.15625
	film	Film	0.53125	0.84375	0.84375	0.53125	0.3125	0.25
	inform technolog	IT	0.59375	0.5	0.25	0.125	0.15625	0.09375
	bse pe	BSE PE	0.34375	0.625	0.71875	0.875	0.4375	0.1875
	paraleg	Paralegal	0.0	0.25	0.0	0.34375	0.0625	0.34375
	deasign	deasign	0.59375	0.6875	0.65625	0.46875	0.25	0.34375
	classic	Classics	0.0625	0.28125	0.71875	0.75	0.15625	0.375
	psychiatr rehab	psychiatric rehab	0.25	0.59375	0.65625	0.1875	0.25	0.0625
	veterinarian	veterinarian	0.4375	0.78125	0.8125	0.3125	0.125	0.03125
	kinesiolog	Kinesiology	0.34375	0.8125	0.75	0.90625	0.625	0.28125
	pha	Pha	0.3125	0.78125	0.5625	0.71875	0.65625	0.375
	film	Film	0.28125	0.78125	0.875	0.5625	0.625	0.125
	fashion merchandis	Fashion Merchandising	0.09375	0.75	0.84375	0.59375	0.53125	0.46875
	pt	PT	0.0625	0.59375	0.375	0.78125	0.46875	0.3125
	languag	Language	0.0625	0.09375	0.28125	0.4375	0.21875	0.15625
	inform literaci	Information Literacy	0.21875	0.65625	0.40625	0.21875	0.09375	0.25
	veterinar	veterinar	0.46875	0.90625	0.34375	0.375	0.28125	0.40625
	inform technolog	it	0.34375	0.8125	0.28125	0.46875	0.21875	0.625
	design	design	0.28125	0.34375	0.34375	0.34375	0.75	0.40625
	comput	Computing	0.03125	0.53125	0.375	0.28125	0.46875	0.1875
	theatr	Theatre	0.125	0.4375	0.78125	0.65625	0.5	0.3125
	teacher	tEACHER	0.4375	0.59375	0.875	0.8125	0.6875	0.6875
	undecid	Undecided	0.4375	0.0625	0.5	0.0	0.0	0.15625
	nutrit dietet	Nutrition and Dietetics	0.25	0.5	0.65625	0.5	0.71875	0.59375
	eudcat	Eudcation	0.28125	0.375	0.53125	0.84375	1.0	0.78125
	marriag famili therapi	Marriage and Family Therapy	0.09375	0.6875	0.59375	0.4375	0.4375	0.28125
	citi plan	city and planning	0.40625	0.8125	0.25	0.34375	0.0	0.21875
	buis	Buisness	0.53125	0.71875	0.65625	0.6875	0.65625	0.4375
	telecom	Telecom	0.5	0.78125	0.71875	0.4375	0.1875	0.0
	enviroment	enviromental	0.125	0.375	0.15625	0.4375	0.375	0.25
	person train	Personal training	0.125	0.5	0.375	0.875	0.59375	0.125
	vet technolog	vet tech	0.28125	0.625	0.125	0.15625	0.15625	0.15625
	occup therapi	Occupational Therapy 	0.0	0.5	0.09375	0.75	0.125	0.03125
