major_category	major_preprocessed	major_original	Realistic	Investigative	Artistic	Social	Enterprising	Conventional
	comput	Computing	0.6875	0.90625	0.59375	0.84375	0.75	1.0
	inform technolog	IT	0.28125	0.75	0.59375	0.65625	0.15625	0.3125
	hispan	Hispanic Studies	0.125	0.25	0.5625	0.71875	0.21875	0.15625
	medic	medical	0.1875	0.875	0.5	0.6875	0.5625	0.5625
	dental hygien	pre dental hygiene 	0.15625	0.21875	0.21875	0.46875	0.40625	0.4375
	classic	Classics	0.5625	1.0	0.6875	0.375	0.28125	0.59375
	food nutrit	Food and nutrition 	0.28125	0.375	0.1875	0.25	0.0625	0.5
	theatr	Theatre	0.09375	0.09375	0.96875	0.46875	0.71875	0.3125
	youth servic	Youth Services	0.0	0.0	0.0	0.6875	0.0	0.15625
	sdfg	sdfg	0.53125	0.59375	0.5	0.5625	0.53125	0.53125
	nutrit	nutrition	0.3125	0.46875	0.8125	0.75	0.28125	0.125
	ecnoom	ecnoomics	0.21875	0.25	0.25	0.46875	0.40625	0.4375
	medic assist	medical assistant	0.21875	0.71875	0.65625	0.53125	0.21875	0.0625
	teach	Teaching 	0.28125	0.15625	0.5	0.6875	0.46875	0.3125
	contemporari write produc	contemporary writing and producing 	0.09375	0.53125	0.78125	0.5625	0.28125	0.25
	hand thing	hands on things	0.34375	0.59375	0.09375	0.28125	0.25	0.3125
	veterniarian	Veterniarian	0.0	0.59375	0.125	0.53125	0.15625	0.0625
	nanotechnolog	Nanotechnology	0.375	0.25	0.59375	0.34375	0.4375	0.5
	undecid	Undecided	0.34375	0.375	0.28125	0.78125	0.65625	0.5
	undecid	Undecided	0.3125	0.5	0.5	0.71875	0.4375	0.4375
	inform technolog	IT	0.4375	0.625	0.8125	0.78125	0.5625	0.59375
	social	Social Studies	0.65625	0.53125	0.21875	0.09375	0.28125	0.6875
	inform technolog	IT	1.0	0.84375	0.875	0.875	1.0	1.0
	communiti	Community Studies	0.09375	0.8125	0.8125	0.6875	0.3125	0.0
	digit mark	Digital Markeing 	0.15625	0.4375	0.5	0.46875	0.34375	0.28125
	film product	Film Production 	0.25	0.46875	0.96875	0.65625	0.6875	0.40625
	danc	dance	0.03125	0.6875	0.75	0.78125	0.21875	0.0625
	coach	coach	0.375	0.6875	0.65625	0.6875	0.5625	0.25
	languag	Languages	0.1875	0.15625	0.5625	0.625	0.71875	0.0625
	contabilidad	Contabilidade	0.25	0.96875	0.34375	0.0625	0.0	0.90625
	media	media	0.0	0.0	0.0625	0.03125	0.0	0.0
	comput	Computing	0.75	0.375	0.40625	0.65625	0.375	0.5
	fashion merchandis	fashion merchandising	0.1875	0.3125	0.03125	0.5	0.59375	0.71875
	marriag famili therapi	Marriage and Family Therapy	0.0	0.125	0.125	0.5625	0.25	0.0625
	fashion design	fashion design	0.59375	0.53125	0.5	0.53125	0.5	0.5625
	environment conserv	Environmental Conservation	0.3125	0.75	0.21875	0.46875	0.15625	0.09375
	undeclar	undeclared	0.34375	0.46875	0.15625	0.4375	0.15625	0.4375
	pharmaci	Pharmacy	0.8125	0.46875	0.46875	0.9375	0.78125	0.8125
	comput repair	Computer Repair	0.5625	0.6875	0.5625	0.4375	0.375	0.78125
	forens	forensics	0.0625	0.4375	0.34375	0.65625	0.53125	0.0625
	tourism	tourism	0.1875	0.3125	0.46875	0.59375	0.375	0.15625
	design	design	0.21875	0.4375	0.78125	0.59375	0.28125	0.125
	aviat	Aviation 	0.15625	0.5	0.59375	0.09375	0.21875	0.15625
	patholog	Pathology	0.40625	0.5	0.5625	0.65625	0.40625	0.53125
	fianac	Fianace	0.3125	0.5	0.46875	0.59375	0.75	0.40625
	undecid	Undecided	0.6875	0.46875	0.5	0.875	0.59375	0.625
	ca	ca	0.5	0.5	0.5625	0.71875	0.59375	0.53125
	firefight	firefighter 	0.59375	0.5625	0.4375	0.59375	0.5	0.46875
	inform technolog	IT	0.1875	0.65625	0.6875	0.5	0.4375	0.125
	skin esthet	Skin Esthetics	0.09375	0.28125	0.125	0.53125	0.03125	0.4375
	undecid	undecided	0.15625	0.25	0.34375	0.59375	0.21875	0.21875
	game design	Game Design	0.4375	0.8125	0.78125	0.34375	0.25	0.59375
	nice	nice	0.5	0.625	0.625	0.5625	0.46875	0.78125
	profession technic write	Professional Technical writing	0.21875	0.3125	0.3125	0.125	0.34375	0.15625
	forens	forensic	0.25	0.375	0.1875	0.15625	0.1875	0.1875
	lineman	Lineman	0.6875	0.78125	0.6875	0.78125	0.53125	0.6875
	diagnost medic sonographi	Diagnostic Medical Sonography	0.46875	0.875	0.84375	0.78125	0.46875	0.53125
	inform technolog	information technology	0.25	0.875	0.75	1.0	0.125	0.875
	kinesiolog	Kinesiology	0.46875	0.84375	0.53125	0.59375	0.34375	0.59375
	film	Film	0.59375	0.78125	0.96875	0.65625	0.5625	0.46875
	biochem	BioChem	0.28125	0.96875	0.5	0.625	0.59375	0.40625
	languag	language	0.53125	0.53125	0.40625	0.6875	0.59375	0.4375
	urban plan	urban planning	0.34375	0.15625	0.125	0.40625	0.46875	0.6875
	still undeclar sophomor moment	Still an Undeclared Sophomore at the moment	0.125	0.1875	0.0	0.125	0.375	0.28125
	dog	Dogs	0.125	0.5	0.125	0.0	0.0	0.0
	medic assist	Medical assistant 	0.3125	0.0	0.125	0.875	0.5625	0.625
	undecid	undecided	0.0	0.5	0.125	0.6875	0.0	0.0
	theatr	Theatre 	0.5	0.65625	0.46875	0.28125	0.125	0.4375
	program	programming	0.4375	0.71875	0.71875	0.53125	0.28125	0.34375
	environ	Environment	0.46875	0.875	1.0	0.875	0.75	0.625
	fashion merchandis	fashion merchandising	0.0	0.0625	0.15625	0.15625	0.59375	0.0625
	liber	liberal studies	0.3125	0.84375	0.46875	0.34375	0.0625	0.28125
	medic	Medical	0.625	0.1875	0.125	0.28125	0.46875	0.6875
	anim	animals	0.125	0.75	0.53125	0.5	0.21875	0.0625
	audiovisu product	Audiovisual Production	0.375	0.3125	0.8125	0.78125	0.59375	0.4375
	mass com	MASS COM	0.34375	0.28125	0.65625	0.4375	0.4375	0.21875
	film direct	film direction	0.46875	0.75	0.78125	0.3125	0.25	0.0625
	radiographi	Radiography	0.0	0.6875	0.6875	0.59375	0.3125	0.09375
	gender divers	gender and diversity 	0.46875	0.59375	0.6875	0.71875	0.1875	0.5
	culinari	culinary	0.40625	0.375	0.375	0.375	0.375	0.53125
	pta	pta	0.1875	0.3125	0.28125	0.28125	0.28125	0.25
	communiti colleg med technolog	Community college med tech	0.46875	0.84375	0.34375	0.4375	0.21875	0.65625
	design	designer	0.28125	0.3125	0.90625	0.75	0.40625	0.15625
	medic assist	Medical Assistant	0.125	0.09375	0.125	0.71875	0.1875	0.25
	write	Writing	0.0	0.5	0.75	0.8125	0.375	0.53125
	licenciatura	Licenciatura	0.0	0.1875	0.875	1.0	0.3125	0.25
	nil	nil	0.375	0.3125	0.8125	0.75	0.8125	0.875
	comput	computer	0.1875	0.46875	0.78125	0.6875	0.59375	0.4375
	pharmaci	Pharmacy	0.625	0.90625	0.5625	0.71875	0.40625	0.4375
	air forc	Air force studies	0.40625	0.71875	0.625	0.59375	0.59375	0.6875
	host	Host	0.125	0.5	0.09375	0.6875	0.3125	0.34375
	inform technolog	IT	0.6875	0.71875	0.1875	0.25	0.53125	0.8125
	theater	Theater	0.0	0.5625	0.59375	0.75	0.0	0.0625
	danc	Dance	0.1875	0.75	0.71875	0.625	0.3125	0.1875
	famili	Family Studies	0.9375	1.0	0.875	0.9375	0.9375	1.0
	danc	Dance 	0.25	0.59375	0.5	0.6875	0.40625	0.6875
	conflict resolut	Conflict Resolution	0.5	0.5	0.65625	0.875	0.59375	0.5
	medic	Medical	0.34375	0.71875	0.375	0.6875	0.65625	0.5
	aircraft mainten	Aircraft Maintenance	0.25	0.15625	0.09375	0.375	0.15625	0.3125
	film	Film	0.15625	0.09375	0.46875	0.46875	0.3125	0.25
	program	Programming	0.25	0.5	0.34375	0.3125	0.3125	0.4375
	medic	Medical	0.0625	0.375	0.1875	0.34375	0.15625	0.03125
	nil	NIL	0.0	0.96875	0.78125	0.375	0.78125	0.28125
	undecid	Undecided 	0.0	0.0	0.15625	0.375	0.125	0.09375
	construct	construction	0.5625	0.75	0.4375	0.65625	0.0625	0.78125
	sustain develop	sustainable development	0.3125	0.34375	0.625	0.25	0.46875	0.0625
	publishit	PUBLISHIT	0.15625	0.34375	0.5625	0.625	0.625	0.25
	choreographi	choreography	0.09375	0.53125	0.8125	1.0	0.40625	0.0625
	various	Various	0.625	0.65625	0.625	0.6875	0.34375	0.5
	occup therapi	Occupational therapy 	0.0	0.96875	0.25	0.90625	0.0625	0.25
	veterinari	Veterinary	0.125	0.71875	0.625	0.71875	0.75	0.5625
	visual communuc	Visual communucation	0.3125	0.375	0.53125	0.53125	0.28125	0.28125
	sport	Sport	0.40625	0.71875	0.71875	0.625	0.625	0.4375
	craft	craft	0.34375	0.90625	0.65625	0.65625	0.28125	0.34375
	inform technolog	IT	0.59375	0.84375	0.75	0.96875	0.71875	0.5625
	inform technolog	IT	0.5	0.59375	0.3125	0.28125	0.65625	0.625
	speech patholog	Speech Pathology	0.15625	0.25	0.25	0.8125	0.34375	0.53125
	british american	British and American Studies	0.0	0.5	0.75	0.9375	0.25	0.0625
	child develop	Child Development 	0.0	0.09375	0.0	0.8125	0.28125	0.03125
	comput	Computers	0.25	0.5	0.78125	0.53125	0.15625	0.0625
	inform technolog	Information Technology 	0.0625	0.4375	0.4375	0.8125	0.3125	0.4375
	real estat	real estate	0.4375	0.21875	0.3125	0.5625	0.59375	0.59375
	inform technolog comput	IT & Computing	0.4375	0.75	0.84375	0.625	0.46875	0.21875
	inform technolog	IT	0.4375	0.46875	0.84375	0.59375	0.4375	0.34375
	special pedagogi	special pedagogy	0.375	0.4375	0.5625	0.53125	0.5	0.4375
	environment	Env. Studies	0.1875	0.5625	0.34375	0.6875	0.125	0.03125
	biotech	biotech	0.46875	0.6875	0.625	0.5625	0.40625	0.34375
	develop	development 	0.0	0.53125	0.125	0.4375	0.3125	0.3125
	horticultur	Horticulture	0.21875	0.40625	0.3125	0.3125	0.25	0.3125
	paraleg	Paralegal	0.46875	0.0	0.0	0.4375	0.5	0.875
	environment	Environmental Studies	0.34375	0.5	0.71875	0.5	0.34375	0.4375
	design	design	0.34375	0.65625	0.65625	0.28125	0.03125	0.0
	teach	Teaching	0.03125	0.40625	0.15625	0.6875	0.53125	0.1875
	marriag famili	Marriage and Family Studies	0.15625	0.65625	0.84375	0.71875	0.28125	0.375
	cosmotolog	Cosmotology 	0.09375	0.9375	0.59375	0.75	0.65625	0.21875
	drama	Drama	0.40625	0.53125	0.84375	0.71875	0.375	0.1875
	agrotechnolog	agrotechnology	0.4375	0.71875	0.6875	0.75	0.71875	0.625
	teknik elektro	Teknik Elektro	0.8125	0.46875	0.5625	0.5625	0.625	0.53125
	design	Design 	0.0	0.0625	0.15625	0.03125	0.0	0.03125
	undecid	undecided	0.125	0.65625	0.625	0.53125	0.3125	0.53125
	speech languag therapi	Speech and Language Therapy	0.25	0.75	0.6875	0.65625	0.0	0.0
	occup therapi	Occupational Therapy	0.09375	0.28125	0.03125	0.59375	0.40625	0.21875
	african american	African American Studies	0.0625	0.125	0.53125	0.4375	0.09375	0.0625
	hospit	Hospitality 	0.21875	0.375	0.5625	0.59375	0.625	0.3125
	nutrit	nutrition	0.1875	0.40625	0.34375	0.8125	0.53125	0.28125
	tourism hospit	tourism and hospitality 	0.28125	0.28125	0.375	0.5	0.46875	0.4375
	biotech	Biotech 	0.53125	0.8125	0.28125	0.25	0.625	0.15625
	interact media product	Interactive Media Production	0.46875	0.4375	0.5625	0.46875	0.375	0.375
	económico	Económicos	0.28125	0.71875	0.78125	0.78125	0.34375	0.15625
	polit	politics	0.46875	0.21875	0.625	0.5	0.71875	0.71875
	undecid	Undecided	0.125	0.9375	0.125	0.40625	0.28125	0.46875
	pharmacist	pharmacist	0.3125	0.75	0.625	0.5	0.6875	0.3125
	kinesiolog	Kinesiology	0.34375	0.25	0.34375	0.34375	0.625	0.40625
	algebra	Algebra	0.71875	0.90625	0.90625	0.84375	0.8125	0.78125
	cyber secur	Cyber Security	0.5625	0.71875	0.25	0.375	0.28125	0.65625
	comun	Comunications	0.125	0.59375	0.46875	0.5625	0.5625	0.3125
	nun	Nun	0.21875	0.09375	0.46875	0.0	0.40625	0.1875
	global suppli chain	Global Supply Chain	0.09375	0.0	0.0625	0.125	0.84375	0.6875
	medic	medic	0.4375	1.0	0.9375	0.53125	0.6875	0.4375
	teach	Teaching	0.40625	0.6875	0.75	0.5	0.5	0.5625
	physcholog	physchology	0.25	0.46875	0.84375	0.75	0.5625	0.15625
	inform technolog	It	0.21875	0.375	0.34375	0.4375	0.375	0.375
	med	Pre-Med 	0.1875	0.65625	0.34375	0.5	0.28125	0.1875
	hospit	Hospitality 	0.4375	0.78125	0.625	0.375	0.375	0.59375
	inform technolog	Information Technology 	0.53125	0.625	0.40625	0.46875	0.28125	0.5
	media	media	0.0625	0.71875	0.71875	0.9375	0.53125	0.28125
	comput technican	computer technican	0.78125	0.5625	0.96875	0.59375	0.84375	0.6875
	commerci graphic	Commercial Graphics	0.5625	0.65625	0.71875	0.65625	0.375	0.3125
	buis	buisness	0.3125	0.125	0.03125	0.5625	0.53125	0.46875
	dentistri	Dentistry 	0.125	0.5625	0.0	0.625	0.03125	0.15625
	rn	RN	0.0625	1.0	0.15625	0.5	0.46875	0.46875
	ilmu komunikasi	Ilmu komunikasi	0.34375	0.40625	0.6875	0.84375	0.78125	0.84375
	social	Social 	0.1875	0.53125	0.5625	0.46875	0.125	0.09375
	aviat	aviation	0.71875	0.90625	0.65625	0.75	0.59375	0.84375
	inform technolog network	IT Networking	0.34375	0.875	0.59375	0.53125	0.1875	0.5
	theatr	THEATRE	0.3125	0.5	0.6875	0.59375	0.5	0.4375
	medic	Medical	0.65625	0.84375	0.78125	0.625	0.5	0.3125
	anim	animation	0.0625	0.09375	0.40625	0.5	0.3125	0.03125
	rt	RT	0.0	0.65625	0.0	0.375	0.09375	0.03125
	quantiti surv	Quantity Surving	0.4375	0.6875	0.5	0.59375	0.59375	0.65625
	occup therapi	occupational therapy	0.40625	0.71875	0.78125	0.6875	0.5	0.34375
	inform technolog	IT	0.1875	0.28125	0.6875	0.28125	0.625	0.21875
	secur	security	0.09375	0.15625	0.5625	0.78125	0.40625	0.1875
	design foundat	design foundations	0.34375	0.75	0.8125	0.8125	0.71875	0.375
	idea	no idea	0.34375	0.59375	0.65625	0.4375	0.5625	0.0625
	teach	teaching	0.46875	0.75	0.4375	0.71875	0.25	0.8125
	intergr design	Intergrated Design	0.71875	0.78125	0.8125	0.6875	0.65625	0.5625
	environment	Environmental	0.125	0.53125	0.53125	0.5625	0.125	0.1875
	hospit	hospitality	0.03125	0.53125	0.625	0.3125	0.1875	0.125
	inform technolog	Information Technology	0.4375	0.4375	0.625	0.71875	0.25	0.65625
	forens	Forensics 	0.1875	0.8125	0.375	0.4375	0.59375	0.75
	fashion design	fashion design	0.125	0.46875	0.53125	0.34375	0.5625	0.4375
	biomed	Biomedical	0.25	0.84375	0.28125	0.34375	0.53125	0.46875
	video product	video production	0.125	0.3125	0.84375	0.78125	0.59375	0.15625
	environment	environmental studies	0.0	0.21875	0.375	0.1875	0.15625	0.1875
	inform technolog	IT	0.5	0.90625	0.59375	0.3125	0.0625	0.1875
	inform technolog	Information Technology	0.1875	0.3125	0.75	0.9375	0.40625	0.25
	comput	Computer studies	0.375	0.53125	0.53125	0.25	0.21875	0.46875
	environment conserv	Environmental Conservation	0.3125	0.65625	0.21875	0.15625	0.03125	0.15625
	medic	medical 	0.21875	0.59375	0.3125	0.375	0.25	0.25
	psicologia	psicologia	0.09375	0.78125	0.875	0.90625	0.59375	0.25
	hospit	Hospitality	1.0	0.0625	0.0	0.25	0.0	0.0
	child develop	Child Development	0.15625	0.34375	0.34375	0.5625	0.1875	0.0
	stem	STEM Associates	0.4375	0.875	0.375	0.5	0.21875	0.1875
	medic	Medical	0.34375	0.59375	0.59375	0.4375	0.40625	0.15625
	nil	nil	0.28125	0.34375	0.65625	0.75	0.75	0.625
	na	Na	0.75	0.75	0.4375	0.71875	0.625	0.3125
	medic	Medical	0.03125	0.59375	0.5625	0.59375	0.34375	0.5625
	inform technolog	I.T.	0.625	0.125	0.5625	0.65625	0.1875	0.90625
	inform technolog	Information Technology	0.15625	0.46875	0.4375	0.46875	0.5625	0.84375
	undeclar	undeclared	0.0625	0.8125	0.0	0.25	0.0	0.15625
	inform technolog	IT	0.15625	0.28125	0.78125	0.78125	0.875	0.9375
	diesel tecnolog	Diesel Tecnology	0.71875	0.46875	0.28125	0.71875	0.46875	0.28125
	diesel mechan	diesel mechanic	0.90625	0.625	0.5	0.6875	0.4375	0.5
	pt exercis	pt exercises	0.0	0.15625	0.0	0.3125	0.25	0.0
	behavior analysi	Applied behavior analysis 	0.25	0.5	0.28125	0.375	0.25	0.78125
	doctor	doctor	0.28125	0.71875	0.4375	0.59375	0.0625	0.03125
	inform technolog	IT	0.125	0.0625	0.21875	0.125	0.0	0.09375
	pharmaci	Pharmacy 	0.125	0.90625	0.4375	0.75	0.65625	0.875
	texa	texas a&m	0.1875	0.375	0.15625	0.375	0.25	0.5
	forens	Forensics	0.65625	0.78125	0.875	0.75	0.25	0.375
	interior design	Interior Design	0.8125	0.40625	0.53125	0.46875	0.71875	0.84375
	languag	Language	0.3125	0.6875	0.75	0.78125	0.375	0.53125
	film video	Film and Video Studies	0.375	0.5	0.40625	0.40625	0.09375	0.65625
	network secur	Networks and Security	0.875	0.28125	0.8125	0.46875	0.46875	0.59375
	languag	Languages	0.25	0.5625	0.65625	0.625	0.6875	0.5625
	mft lpc	MFT AND LPC	0.28125	0.59375	0.28125	0.6875	0.0625	0.0625
	inform technolog	IT	0.59375	0.25	0.25	0.21875	0.3125	0.625
	cosmotolgi	cosmotolgy	0.34375	0.875	0.15625	0.8125	0.40625	0.3125
	guidanc	Guidance	0.375	0.625	0.59375	0.71875	0.65625	0.75
	gerontolog	gerontology	0.25	0.875	0.28125	0.90625	0.375	0.71875
	medic biotechnolog	medical biotechnology	0.65625	0.8125	0.78125	0.6875	0.65625	0.65625
	buis	Buisness	0.09375	0.0625	0.4375	0.0625	0.34375	0.78125
	draw	drawing	0.09375	0.125	0.6875	0.09375	0.3125	0.0
	retail merchandis	Retail Merchandising	0.03125	0.53125	0.21875	0.65625	0.71875	0.0625
	career guidanc	career guidance	0.0	0.15625	0.0625	0.6875	0.40625	0.53125
	correct juvenil justic	Corrections and Juvenile Justice	0.46875	0.46875	0.4375	0.84375	0.65625	0.71875
	undecid	undecided	0.25	0.65625	0.65625	0.875	0.25	0.0625
	digit media	Digital Media	0.25	0.75	0.5625	0.34375	0.34375	0.28125
	interior design	Interior Design	0.03125	0.4375	0.84375	0.28125	0.0625	0.0
	quantiti survey	Quantity Surveying	0.78125	0.4375	0.46875	0.625	0.75	0.84375
	develop	Development Studies	0.21875	0.71875	0.65625	0.53125	0.53125	0.53125
	mse	MSE	0.28125	0.03125	0.28125	0.5	0.1875	0.28125
	medic	medical	0.5	0.78125	0.40625	0.84375	0.34375	0.625
	undecid	undecided	0.46875	0.84375	0.6875	0.65625	0.5	0.25
	medic dgree	medical dgree	0.65625	1.0	0.875	0.875	1.0	0.78125
	engen	Engeneering	0.25	0.71875	0.5625	0.71875	0.65625	0.5
	quantiti survey	Quantity Surveying	0.5	0.5625	0.5625	0.34375	0.40625	0.6875
	speech patholog	Speech pathology	0.0625	0.34375	0.09375	0.59375	0.15625	0.09375
	pharmacist	Pharmacist	0.34375	0.71875	0.90625	0.65625	0.78125	0.8125
	tour guid	tour guide	0.125	0.3125	0.0	0.15625	0.4375	0.3125
	medic laboratori	Medical laboratory	0.1875	0.9375	0.25	0.6875	0.375	0.5
	landscap	Landscape	0.1875	0.28125	0.1875	0.125	0.28125	0.34375
	inform technolog	IT	0.25	0.5625	0.34375	0.5625	0.34375	0.28125
	inform technolog	INFORMATION TECHNOLOGY	0.3125	0.21875	0.3125	0.8125	0.4375	0.78125
	buis	Buisness	0.21875	0.21875	0.21875	0.1875	0.4375	0.3125
	environment	environmental	0.46875	0.4375	0.09375	0.4375	0.3125	0.625
	nutrit	Nutrition	0.1875	0.625	0.65625	0.71875	0.5625	0.09375
	radiat	radiation	0.625	0.65625	0.125	0.78125	0.59375	0.5
	liber studi	Liberal studie	0.0	0.46875	0.96875	0.625	0.28125	0.125
	diesel	diesel	0.46875	0.125	0.125	0.375	0.125	0.03125
	film	film	0.25	0.59375	0.5	0.03125	0.3125	0.5
	sw	SW	0.4375	0.625	0.5625	0.71875	0.625	0.46875
	nil	nil	0.0	0.0625	0.21875	0.71875	0.375	0.09375
	medic	medical	0.25	0.96875	0.53125	0.90625	0.8125	0.40625
	uxd	UXD	0.25	0.3125	0.5	0.3125	0.15625	0.4375
	biopharmacuet	Biopharmacuetical	0.5625	0.625	0.5	0.5	0.5	0.59375
	peac conflict	peace and conflict studies	0.21875	0.5625	0.8125	0.9375	0.3125	0.09375
	rn	RN	0.25	0.6875	0.40625	0.71875	0.59375	0.03125
	diesel tecnolog	Diesel Tecnology	0.71875	0.5	0.1875	0.6875	0.4375	0.375
	combin	Combined Studies	0.0	0.3125	0.71875	0.9375	0.40625	0.3125
	network	Networking	0.40625	0.40625	0.5625	0.65625	0.25	0.28125
	cj	CJ	0.0	0.25	0.0625	0.25	0.15625	0.15625
	intergr	Intergrative studies	0.40625	0.4375	0.28125	0.5625	0.34375	0.53125
	medic	Medical 	0.25	0.625	0.59375	0.625	0.46875	0.5625
	philolog	Philology	0.53125	0.34375	0.59375	0.5	0.40625	0.90625
	network technolog	Network tech	0.1875	0.03125	0.03125	0.28125	0.125	0.15625
	medic assiant	Medical assiant	0.25	0.25	0.125	1.0	0.125	0.625
	ses	SES	0.40625	0.65625	0.125	0.5625	0.28125	0.34375
	philolog	philology	0.375	0.5625	0.875	0.71875	0.4375	0.09375
	logist	Logistic 	0.53125	0.6875	0.78125	0.65625	0.6875	0.75
	child develop	child development	0.25	0.8125	0.9375	0.6875	0.78125	0.375
	–	–	0.0	0.28125	0.625	0.40625	0.46875	0.09375
	desktop publish	Desktop publishing	0.34375	0.3125	0.1875	0.03125	0.0	0.5625
	liber	Liberal Studies	0.03125	0.59375	0.28125	0.8125	0.1875	0.3125
	assist surgeon	Assistant surgeon 	0.25	0.65625	0.15625	0.375	0.09375	0.15625
	creativ industri	creative industries	0.1875	0.40625	0.875	0.65625	0.5	0.5625
	kinesiolog	Kinesiology	0.25	0.84375	0.5625	0.75	0.03125	0.0
	act	Acting	0.03125	0.375	0.78125	0.6875	0.40625	0.375
	philolog	Philology 	0.0625	0.15625	0.75	0.78125	0.75	0.46875
	ece	ece	0.21875	0.53125	0.53125	0.78125	0.4375	0.28125
	design	Design	0.5625	0.3125	1.0	0.875	0.4375	0.84375
	inform technolog	IT	0.125	0.1875	0.25	0.21875	0.3125	0.46875
	undecid	Undecided	0.3125	0.5	0.5625	0.3125	0.375	0.4375
	web digit	Web Digital 	0.53125	0.625	0.625	0.65625	0.53125	0.4375
	buis hospit	buisness hospitality	0.0625	0.0	0.0	0.3125	0.25	0.25
	sport fit	Sports & fitness	0.5625	0.59375	0.53125	0.75	0.34375	0.21875
	languag	languages	0.21875	0.5625	0.6875	0.5625	0.4375	0.46875
	environment	Environmental Studies	0.5625	0.75	0.90625	0.8125	0.46875	0.1875
	polit	Politics	0.0625	0.0	0.09375	0.46875	0.1875	0.1875
	child develop	Child Development	0.59375	0.375	0.375	0.75	0.53125	0.4375
	perform	Performance 	0.21875	0.59375	0.96875	0.90625	0.59375	0.40625
	social	Social Studies	0.4375	0.34375	0.65625	0.84375	0.40625	0.375
	film produc	Film Producing	0.0	0.5625	0.875	0.46875	0.28125	0.0625
	construct technolog	construction technology 	0.4375	0.25	0.53125	0.625	0.625	0.4375
	nil	nil	0.34375	1.0	0.625	0.75	0.46875	0.5
	qualiti	quality	0.1875	0.1875	0.375	0.875	0.875	0.375
	filolog	filology	0.3125	0.71875	0.75	0.71875	0.40625	0.375
	organiz behavior	Organizational Behavior	0.53125	0.5625	0.9375	0.625	0.375	0.125
	audio video product	Audio/Video Production	0.125	0.1875	0.90625	0.40625	0.21875	0.0
	childcar	Childcare	0.0	0.0	0.09375	0.84375	0.09375	0.0
	dentistri	dentistry	0.25	0.9375	0.53125	0.34375	0.21875	0.34375
	dentistri	dentistry	0.3125	1.0	0.75	0.5	0.34375	0.59375
	paraleg	Paralegal	0.3125	0.46875	0.15625	0.90625	0.46875	0.96875
	paraleg	Paralegal	0.125	0.3125	0.46875	0.96875	0.625	0.78125
	video design	Video Design	0.65625	0.34375	0.9375	0.875	0.25	0.15625
	languag	language	0.125	0.15625	0.375	0.46875	0.4375	0.5
	audio video product	Audio Video Production	0.53125	0.3125	0.375	0.3125	0.65625	0.75
	apparel design product	Apparel Design and Production	0.0625	0.59375	0.8125	0.8125	0.5	0.28125
	child develop	Child Development	0.34375	1.0	0.875	0.96875	0.4375	0.34375
	horticultur	Horticulture 	0.21875	0.875	0.59375	0.375	0.34375	0.34375
	nope	Nope	0.40625	0.625	0.5	0.53125	0.59375	0.5
	fashion	fashion	0.03125	0.40625	0.46875	0.65625	0.53125	0.1875
	mkt	MKT	0.375	0.53125	0.46875	0.6875	0.5625	0.28125
	softwar program	(will be) software programming	0.3125	0.21875	0.8125	0.40625	0.65625	0.28125
	video product	Video Production	0.34375	0.1875	0.25	0.53125	0.1875	0.34375
	paraleg	paralegal	0.1875	0.125	0.15625	0.84375	0.21875	0.25
	paraleg	Paralegal Studies	0.0625	0.84375	0.53125	0.78125	0.71875	0.53125
	paraleg	paralegal	0.375	0.1875	0.4375	0.9375	0.75	0.75
	buis	BUISNESS	0.8125	0.75	0.75	0.875	0.5625	0.625
	metropolitan communiti colleg	Metropolitan community college 	0.53125	0.59375	0.5	0.65625	0.15625	0.0625
	culinari	Culinary	0.15625	0.5625	0.84375	0.28125	0.34375	0.34375
	speech languag patholog	Speech Language Pathology	0.46875	0.6875	0.65625	0.96875	0.46875	0.25
	undeclar	undeclared	0.21875	0.8125	0.28125	0.625	0.5625	0.53125
	undecid	Undecided 	0.3125	0.4375	0.3125	0.5	0.3125	0.125
	occup therapi	Occupational Therapy 	0.0625	0.6875	0.28125	0.71875	0.15625	0.125
	child	Child Studies	0.4375	0.625	0.40625	0.96875	0.59375	0.46875
	inform technolog	IT	0.59375	0.65625	0.71875	0.9375	0.59375	1.0
	ot	OT	0.0	0.625	0.4375	0.625	0.21875	0.03125
	real estat	Real Estate	0.375	0.78125	0.9375	0.4375	0.59375	0.34375
	machan	machanics 	0.8125	0.3125	0.0	0.40625	0.0625	0.0
	sport	Sports	0.59375	0.6875	0.59375	0.875	0.65625	0.375
	immunolog	Immunology	0.09375	0.65625	0.1875	0.15625	0.03125	0.09375
	rehabilit servic	Rehabilitation Services	0.15625	0.6875	0.34375	0.8125	0.625	0.21875
	undecid	Undecided	0.125	0.53125	0.90625	0.75	0.4375	0.03125
	church ministri	church ministry	0.46875	0.46875	0.28125	0.21875	0.125	0.0625
	ethnic	Ethnic Studies	0.28125	0.75	0.75	0.90625	0.6875	0.40625
	classic archaeolog	Classical Archaeology	0.21875	0.625	0.625	0.65625	0.5	0.125
	radiat	radiation	0.5625	0.6875	0.125	0.71875	0.40625	0.3125
	design	Design	0.5	0.875	0.6875	0.84375	0.6875	0.34375
	child develop	child development	0.03125	0.375	0.46875	0.78125	0.46875	0.0
	instruct desi	instructional desi	0.40625	0.5625	0.59375	0.6875	0.375	0.5
	tourism	tourism	0.125	0.125	0.03125	0.46875	0.6875	0.4375
