college_major_category	college_major_preprocessed	college_major	R1	R2	R3	R4	R5	R6	R7	R8	I1	I2	I3	I4	I5	I6	I7	I8	A1	A2	A3	A4	A5	A6	A7	A8	S1	S2	S3	S4	S5	S6	S7	S8	E1	E2	E3	E4	E5	E6	E7	E8	C1	C2	C3	C4	C5	C6	C7	C8
healthcare	pharmaci	pharmacy	3	4	1	0	1	2	2	1	4	1	1	4	4	2	3	2	2	3	2	4	2	4	3	2	3	4	4	4	4	1	3	3	2	2	3	1	4	1	1	1	2	2	3	1	1	2	2	3
healthcare	public health	Public Health	1	0	0	0	0	0	1	0	3	2	3	3	4	3	3	1	3	0	2	2	2	4	1	1	3	3	2	2	2	3	3	2	2	1	2	2	3	2	1	3	0	1	0	0	3	2	0	1
healthcare	public health	Public health 	2	0	1	1	0	3	0	0	3	2	1	3	0	1	0	2	2	3	3	3	4	3	0	2	3	3	1	3	3	3	4	1	1	2	3	3	3	3	4	1	1	1	3	1	0	0	1	1
healthcare	nurs	nursing	2	1	3	1	0	3	0	1	1	4	3	4	3	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	3	4	2	3	4	4	2	1	1	2	2	3	1	2
healthcare	nurs	Nursing	1	0	0	0	0	0	0	0	4	3	2	4	1	3	2	1	0	1	0	1	0	0	2	0	2	3	3	4	3	2	3	3	1	2	2	3	2	2	1	1	2	3	0	3	1	1	1	0
healthcare	social work	social work	2	0	0	0	0	1	0	1	3	3	1	3	1	0	1	0	0	0	0	1	0	0	0	3	3	0	4	3	4	4	4	4	2	0	4	2	1	0	4	0	2	2	0	3	2	1	2	3
healthcare	pharmaci	pharmacy	2	0	0	1	2	1	1	0	4	3	2	3	3	4	3	3	2	3	3	3	2	4	4	3	4	4	4	3	4	4	2	4	1	2	2	2	4	2	1	1	1	0	2	4	1	1	1	1
healthcare	pharmaci	Pharmacy	0	1	0	0	0	0	0	1	3	3	3	3	2	3	3	2	3	1	4	3	1	4	0	2	2	3	3	4	0	3	3	4	0	2	1	3	0	1	0	0	0	0	0	0	0	0	0	0
healthcare	social work	Social Work	0	0	0	0	0	0	0	0	1	3	3	1	0	3	0	3	1	3	4	4	4	4	4	3	3	4	4	4	3	3	4	1	0	1	1	0	0	0	0	1	0	3	0	0	1	3	0	0
healthcare	medicin	Medicine	0	0	1	3	0	0	0	0	4	4	4	4	4	3	4	3	3	1	3	3	3	3	4	3	3	3	2	3	0	0	0	3	4	1	1	0	1	0	3	3	0	0	0	1	2	0	1	0
healthcare	veterinarian	Veterinary Medicine	3	1	1	1	2	2	2	2	4	3	3	2	3	1	3	2	3	2	2	2	2	3	2	2	2	3	2	2	3	1	2	2	2	2	2	1	3	2	2	2	2	3	3	3	2	3	2	3
healthcare	pharmaci	Pharmaceutical Science	4	2	2	2	2	2	2	2	4	4	4	4	4	4	4	2	1	3	2	2	2	2	2	2	4	4	4	4	4	2	2	4	1	2	2	2	4	2	2	2	2	4	2	2	4	4	2	2
healthcare	medicin	Medicine	3	0	0	1	0	2	0	0	4	2	1	4	3	1	3	1	4	1	0	4	3	4	1	0	2	3	2	2	3	0	0	2	1	1	0	0	2	0	0	0	1	0	0	0	0	2	0	0
healthcare	veterinarian	Animal	1	0	0	0	0	0	1	0	2	4	4	2	3	4	2	3	0	3	4	2	3	1	2	3	3	2	2	3	3	3	3	2	3	3	2	3	1	4	3	2	0	1	0	1	0	1	0	1
healthcare	nurs	Nursing	4	2	0	3	1	4	4	1	3	2	2	3	3	0	4	1	1	4	2	4	4	0	2	2	4	3	4	4	4	3	4	4	0	4	3	4	4	3	4	2	2	4	4	4	4	4	4	3
healthcare	veterinarian	Animal science	1	1	0	0	0	2	0	0	2	4	4	4	4	4	4	3	0	1	3	3	2	3	0	1	3	3	2	2	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0
healthcare	veterinarian	veterinary medicine	0	2	0	0	0	0	0	1	3	4	4	1	3	3	0	3	2	3	4	4	4	4	0	3	4	4	1	4	3	3	4	1	0	1	3	0	1	0	0	4	0	3	0	0	0	0	0	0
healthcare	nurs	nursing	2	1	1	0	0	2	1	0	4	3	2	3	1	2	1	1	1	1	2	0	3	1	2	1	4	3	4	4	3	2	2	3	2	2	2	1	2	1	1	2	3	2	0	0	2	2	1	0
healthcare	nurs	Nursing	2	1	1	0	1	1	0	0	4	0	0	4	4	0	3	0	0	0	0	0	0	0	0	0	3	2	2	3	3	2	0	3	1	0	0	0	3	0	2	0	2	0	1	0	4	2	1	1
healthcare	medicin	Medical sciences	2	2	0	1	1	1	0	1	4	4	3	4	4	3	4	0	1	1	0	0	0	2	0	0	3	3	3	3	3	1	0	0	2	0	2	1	2	2	2	1	1	1	0	2	0	0	0	2
healthcare	medicin	Medicine	0	0	0	0	0	0	1	0	3	3	3	4	3	3	3	1	3	3	3	3	3	3	3	3	3	3	4	3	4	3	3	4	0	3	1	3	3	3	0	2	0	3	0	0	2	2	0	0
healthcare	medicin	Medicine	0	0	3	1	1	0	0	0	4	4	4	4	4	4	4	4	1	0	1	1	4	3	1	1	4	3	3	4	3	2	2	0	2	1	2	1	3	1	3	2	0	1	1	1	0	1	1	1
healthcare	public health	public health	2	0	0	0	0	0	0	0	4	4	4	4	4	4	3	3	1	2	0	3	2	1	0	2	3	4	4	3	3	4	4	3	1	1	0	3	0	2	3	3	3	0	3	2	1	1	2	0
healthcare	medicin	Medicine	3	0	2	4	2	3	3	0	3	3	3	4	3	3	3	2	3	1	1	3	3	4	3	0	3	2	2	1	3	3	1	0	0	1	2	0	3	1	0	0	0	1	2	0	3	2	1	0
healthcare	medicin	medical	2	0	0	0	0	0	0	0	4	3	2	3	3	3	3	0	0	3	0	0	2	0	0	0	2	3	1	2	1	0	2	2	1	2	1	1	1	0	0	0	1	2	1	4	0	0	0	0
healthcare	nurs	nursing	2	1	1	2	0	0	0	0	4	3	2	4	2	0	2	0	0	2	1	2	0	0	2	0	2	3	2	3	3	0	3	2	2	2	1	0	3	2	2	0	0	2	0	0	2	2	2	0
healthcare	nurs	nursing	0	3	3	0	0	4	0	3	4	3	0	4	3	4	3	3	0	4	0	3	4	4	0	3	4	3	4	0	4	4	4	1	0	0	3	0	1	0	4	0	0	0	3	0	0	0	0	0
healthcare	nurs	nursing	0	0	0	0	0	0	0	0	3	4	3	0	2	4	3	2	0	2	1	0	4	1	0	0	2	3	3	0	2	1	1	1	2	1	1	0	0	1	3	1	0	0	0	0	0	1	1	0
healthcare	pharmaci	Pharmacy	1	1	1	1	3	2	2	1	4	1	3	4	1	1	2	1	2	4	2	1	4	1	2	1	3	1	2	1	2	0	1	0	2	1	2	0	4	1	1	3	3	1	2	4	0	1	3	1
healthcare	nurs	Nursing	2	0	0	0	0	2	2	2	4	2	0	0	0	2	1	0	2	3	0	1	0	3	0	4	4	4	4	3	4	4	4	4	3	4	3	3	0	4	4	4	0	4	0	2	0	2	4	1
healthcare	nurs	nursing	2	0	1	1	0	0	1	1	4	4	4	3	3	1	1	1	2	1	1	2	1	1	1	1	2	1	4	2	4	4	3	4	0	3	1	2	1	4	2	1	2	1	2	2	3	2	2	1
healthcare	social work	social work	2	0	0	0	0	0	0	0	3	4	4	2	2	4	2	0	4	0	0	3	1	4	1	1	4	4	3	2	4	4	2	2	1	2	1	1	1	3	1	3	0	0	0	0	0	0	0	1
healthcare	nurs	Nursing 	0	0	0	0	0	0	0	0	2	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	4	0	4	0	4	4	4	4	0	2	0	2	2	4	0	4	4	4	4	0	3	0	4	4
healthcare	social work	social work	2	0	0	0	0	0	1	0	2	3	3	0	3	3	2	0	0	2	3	3	4	2	0	1	3	3	3	1	4	1	1	3	0	1	2	0	1	2	1	3	2	2	1	0	0	1	1	2
healthcare	medicin	pre-med	2	2	2	2	1	3	2	3	4	3	3	4	3	2	3	4	2	1	1	3	1	4	2	1	3	2	3	4	3	3	1	2	2	2	1	1	2	1	2	1	1	1	1	2	3	1	2	1
healthcare	pharmaci	pharmacy	2	0	0	0	0	1	1	0	4	4	2	3	2	4	3	1	0	1	2	1	1	2	1	2	2	3	3	2	3	3	3	4	0	1	2	1	1	2	1	2	1	1	1	2	2	2	2	1
healthcare	medicin	medicine	1	2	1	2	2	1	1	0	3	2	2	3	2	2	2	2	1	0	1	1	1	2	1	0	1	0	3	1	1	1	1	0	1	1	2	0	2	0	0	2	0	2	1	0	2	1	1	1
healthcare	nurs	Nursing	2	2	0	1	0	1	0	0	4	3	3	4	3	3	4	0	3	3	2	2	1	4	0	1	4	3	4	3	4	2	3	4	0	2	2	2	3	1	2	1	2	0	0	2	1	1	0	1
healthcare	medicin	Medicine	0	2	0	0	0	0	0	0	4	4	3	3	3	2	3	0	2	2	2	3	2	3	1	0	3	3	4	3	4	1	4	3	1	2	2	1	2	1	1	1	1	0	0	0	0	2	0	0
healthcare	communic disord	Communication disorders	2	2	1	0	1	0	1	2	1	2	2	0	1	1	1	2	2	3	0	3	3	1	1	0	4	4	3	2	4	3	4	4	4	3	2	1	2	2	3	3	0	2	0	1	0	0	2	0
healthcare	social work	Social Work 	2	0	0	1	0	2	1	0	2	3	3	2	3	3	3	2	3	3	3	3	3	3	1	3	3	4	3	1	3	4	4	4	0	2	3	1	1	2	1	2	2	1	1	2	2	2	1	1
healthcare	social work	Social Work	0	0	0	0	0	0	0	0	1	0	0	3	0	1	1	0	1	2	0	4	4	2	1	0	4	4	3	3	4	4	4	4	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2
healthcare	social work	social work	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	1	2	1	2	0	0	4	2	3	3	4	3	3	3	0	2	3	2	2	1	3	3	3	2	2	3	1	1	3	2
healthcare	human servic	Human Services	0	0	0	0	0	0	0	0	4	3	3	0	0	3	0	0	2	0	0	0	0	0	0	0	4	4	4	0	4	3	4	4	0	1	1	0	0	0	1	3	0	2	0	0	0	0	0	0
healthcare	nutrit	dietetics 	2	0	3	1	3	2	2	2	3	1	1	3	2	2	0	0	0	1	1	2	1	2	2	2	3	2	2	4	2	2	2	3	0	1	0	2	1	1	2	1	1	1	1	1	1	0	2	1
healthcare	social work	Social Work	3	0	0	0	0	0	0	0	3	1	0	3	0	0	1	0	3	0	0	0	4	3	0	0	2	3	0	3	3	0	4	0	1	0	0	0	0	0	1	0	2	3	3	3	0	2	2	3
healthcare	medicin	Medicine	1	1	1	0	1	0	1	0	4	0	0	4	3	0	1	3	4	1	2	3	1	4	0	1	1	4	3	4	2	3	2	3	0	2	2	2	3	2	1	3	1	1	0	1	0	0	2	0
healthcare	occup therapi	Occupational Therapy	1	2	1	1	0	1	0	1	3	4	3	3	2	4	2	3	1	3	3	3	1	2	2	2	2	3	3	3	3	4	4	4	1	2	3	3	3	3	3	3	2	0	1	0	1	1	0	1
healthcare	nurs	Nursing	0	0	0	0	0	0	0	0	4	2	2	4	2	0	2	0	0	0	0	0	0	0	0	0	2	4	3	2	3	4	4	4	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0
healthcare	medicin	medical	2	2	1	1	2	2	2	1	4	3	2	3	3	3	3	1	3	2	2	3	3	4	2	2	3	2	3	2	3	2	1	2	2	2	1	1	3	2	1	0	2	1	1	1	3	1	1	2
healthcare	medicin	Medicine	0	0	0	0	0	0	0	0	4	0	0	3	2	0	2	0	3	0	0	1	0	3	1	0	1	3	3	0	3	3	1	2	0	0	2	0	2	0	0	1	0	0	0	0	0	0	1	0
healthcare	medicin	Medicine	0	0	0	0	0	0	1	0	2	0	0	2	1	0	1	0	2	3	0	2	3	2	0	1	4	3	3	3	4	3	3	3	1	0	3	3	3	3	0	3	3	0	0	3	2	3	2	3
healthcare	public health	public health 	0	0	2	0	0	0	0	0	4	0	2	4	3	0	3	2	0	0	0	0	2	0	2	0	1	3	2	2	2	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	3	2	0	0
healthcare	medicin	Medical doctor	2	3	1	1	1	4	1	1	4	3	3	3	3	3	3	1	3	3	3	3	3	3	0	2	3	3	3	2	3	3	3	3	2	0	3	3	1	1	0	2	1	2	0	1	0	0	1	1
healthcare	veterinarian	veterinary medicine	4	0	0	4	0	2	0	0	4	4	4	4	4	4	4	0	4	0	0	4	4	4	2	0	1	4	1	3	4	0	0	1	2	0	4	0	4	0	3	1	3	2	3	4	4	4	4	3
healthcare	medicin	medical	0	0	0	0	0	1	0	0	2	4	2	4	1	0	0	0	0	0	4	3	4	0	0	4	1	4	4	1	3	3	3	4	0	4	0	4	2	4	1	1	1	3	1	0	1	0	2	1
healthcare	medicin	Medicine	0	2	1	0	1	1	0	0	4	3	2	4	2	3	3	0	1	0	4	0	1	0	3	4	3	4	0	4	3	2	3	1	1	1	0	0	0	2	1	2	0	0	0	1	0	0	0	1
healthcare	social work	social work	0	0	0	1	0	0	0	0	3	1	1	2	1	3	1	2	3	4	4	3	3	4	3	3	4	3	4	1	4	3	4	3	1	2	2	3	1	2	1	3	2	1	2	2	1	1	2	1
healthcare	human servic	Human Services	3	0	0	0	0	0	0	0	2	3	3	1	0	2	0	0	0	1	2	0	4	0	1	1	3	3	3	0	4	3	4	1	3	2	0	1	1	3	3	2	1	0	0	0	0	2	2	0
healthcare	medicin	medicine	1	3	0	2	2	1	1	0	1	4	3	3	3	4	1	4	3	2	3	3	3	4	1	2	2	2	3	2	3	3	2	3	1	0	2	1	3	2	1	4	2	0	1	2	2	2	0	2
healthcare	veterinarian	Veterinary medicine	3	1	1	3	1	3	3	1	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	1	3	4	1	3	1	1	1	1	3	3	3	3	3	1	3	1	3	1	1	1	1	1	1
healthcare	human servic	Human Services	2	0	0	1	0	0	0	0	3	3	3	4	3	3	3	0	0	2	0	3	1	0	0	0	3	3	4	3	4	3	2	2	1	0	3	0	1	0	0	0	3	1	3	3	1	3	3	2
healthcare	medicin	medical	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	4	2	0	2	2	0	3	3	4	4	0	2	2	2	2	4	3	4	2	2	2	3	3
healthcare	social work	Social work	0	0	0	0	0	0	0	0	4	3	2	3	0	0	0	0	1	2	0	2	3	3	0	0	4	3	3	3	3	4	3	2	0	2	1	3	2	4	0	4	0	1	0	0	0	2	0	0
healthcare	nutrit	Nutrition	2	0	0	0	0	0	0	0	2	2	3	0	0	4	2	1	0	0	3	0	0	0	2	0	2	4	2	0	3	3	1	0	0	0	0	1	0	2	0	4	4	4	4	4	1	4	4	4
healthcare	public health	Public Health	1	2	3	2	1	2	1	1	1	2	2	2	2	2	1	3	0	0	0	1	0	0	1	1	2	3	1	1	1	1	1	0	1	1	2	0	1	0	1	1	0	1	0	0	1	2	1	1
healthcare	social work	Social work 	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	3	3	2	4	4	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
healthcare	medicin	medical science	2	0	1	1	1	1	1	1	4	3	3	2	3	3	2	3	3	1	2	2	1	3	1	1	1	2	2	1	3	1	2	3	1	1	1	0	1	1	1	1	1	2	1	1	2	2	1	1
healthcare	nurs	nursing	0	2	0	0	0	3	0	1	4	2	0	3	2	3	2	2	3	3	4	3	4	3	1	3	2	4	3	0	1	1	3	3	0	0	0	0	0	0	3	2	0	0	0	0	0	0	1	0
healthcare	social work	social work	0	0	0	0	0	0	0	0	4	0	0	2	3	0	3	0	0	3	1	4	4	0	0	0	3	4	1	4	4	4	4	3	1	0	4	0	4	4	1	2	3	2	2	4	2	2	3	3
healthcare	medicin	medicine	2	0	2	0	0	0	0	0	4	0	0	2	2	0	4	0	0	0	0	0	0	2	0	0	2	2	0	0	2	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
healthcare	nurs	Nursing	1	3	1	3	1	3	2	1	4	3	3	4	3	4	3	1	0	1	0	2	1	3	4	1	2	4	4	1	4	4	4	4	2	3	3	3	1	2	2	4	3	2	1	1	0	3	3	1
healthcare	medicin	Medicine	2	4	0	3	0	3	1	1	2	4	3	4	4	3	2	3	3	2	2	4	3	4	2	2	1	2	0	3	4	2	1	1	0	2	2	0	0	0	0	2	0	0	1	0	3	0	1	1
healthcare	social work	Social work	2	1	1	1	3	2	3	1	3	3	3	1	3	3	3	2	3	2	2	2	3	3	1	2	4	3	2	2	2	2	2	3	2	2	3	2	3	3	3	3	3	3	3	3	3	4	3	3
healthcare	medicin assist	Medical Assistant	0	0	0	0	0	0	0	0	4	4	2	3	3	4	3	0	0	0	0	0	0	0	2	0	1	0	2	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
healthcare	medicin	Pre-med	1	2	3	2	1	1	2	2	1	3	3	3	3	3	3	4	0	0	2	2	2	2	3	1	3	2	1	3	1	1	0	0	1	2	0	0	0	0	1	1	0	0	0	0	2	0	0	0
healthcare	medicin assist	Medical Assistant	0	0	0	0	0	0	0	0	4	1	1	4	2	1	2	0	0	0	0	1	0	0	1	0	1	1	0	1	1	2	1	4	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0
healthcare	social work	social work	0	1	0	0	0	0	0	0	2	4	2	1	1	3	1	0	1	2	3	0	2	4	2	3	3	4	2	3	4	4	3	2	2	1	1	1	2	1	2	0	2	1	0	1	1	2	1	0
healthcare	nurs	nursing	0	0	0	0	0	0	0	0	4	0	2	4	3	3	3	2	3	3	1	3	3	2	0	2	2	4	4	3	4	3	2	4	1	4	2	3	2	3	2	0	1	3	0	1	0	2	1	0
healthcare	medicin assist	Medical Assisting	2	0	0	1	0	0	2	0	4	0	0	4	4	0	4	0	1	0	0	2	0	0	1	0	4	3	4	3	4	2	4	1	1	1	4	1	4	1	1	1	3	1	1	1	1	1	0	0
healthcare	medicin	medicine	2	3	0	3	2	1	2	1	4	1	1	4	3	1	2	0	3	3	0	4	3	4	3	2	3	3	1	1	3	3	3	3	1	2	1	0	0	0	1	1	0	1	1	1	2	2	0	0
healthcare	medicin	Medicine 	0	0	0	0	0	0	0	0	4	2	2	3	3	0	3	0	0	0	2	2	1	0	0	0	2	2	3	0	2	0	1	2	2	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0
healthcare	medicin	Medical	2	2	1	1	2	1	1	1	2	4	3	4	4	4	2	3	2	3	4	3	4	3	2	3	3	3	3	3	3	2	3	2	1	3	2	1	1	1	1	2	1	2	1	2	1	2	1	2
healthcare	nurs	nursing	2	1	0	0	0	0	0	0	4	3	3	0	4	4	4	2	0	1	0	0	1	0	0	0	1	3	4	0	3	4	3	3	1	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0
healthcare	nutrit	Dietetics	4	0	2	0	0	0	0	0	4	4	4	4	4	4	4	4	2	1	1	0	0	3	3	0	3	3	3	4	4	4	4	4	1	1	2	2	3	1	3	0	1	3	0	3	4	2	3	1
healthcare	medicin	Pre Med	0	0	0	0	0	0	0	0	1	4	4	4	2	3	1	0	0	1	4	0	3	1	1	1	0	3	0	0	0	1	1	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
healthcare	medicin assist	Medical Assisting 	2	2	0	0	0	0	0	0	3	3	2	4	2	0	2	0	0	2	4	3	0	3	1	3	3	4	4	2	2	4	4	2	0	2	4	4	2	4	4	3	3	4	4	2	3	3	4	3
healthcare	public health	public health	2	0	0	0	0	1	1	0	3	4	3	2	1	3	2	1	0	1	2	1	2	1	0	1	4	3	3	2	3	1	3	3	2	1	1	1	1	1	1	1	3	1	3	2	1	2	0	2
healthcare	nurs	Nursing	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	2	3	3	2	0	3	3	2	2	2	3	2	2	2	0	0	0	2	0	3	0	1	0	0	0	0	0	0	0	0
healthcare	social work	Social Work	1	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	2	0	0	3	3	4	3	3	4	3	3	0	2	0	0	0	2	1	0	2	2	2	2	2	1	4	2
healthcare	nurs	Nursing	2	0	0	0	0	2	0	0	4	3	4	4	4	4	4	4	1	4	0	2	0	4	4	4	4	2	2	2	4	2	2	3	2	3	2	2	1	2	4	2	0	0	0	2	0	1	0	0
healthcare	medicin	medical	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	1	1
healthcare	medicin assist	medical assisting 	2	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	4	4	0	2	2	0	0	1	4	0	1	0	2	0	0	1	2	2	2	0	0	0	0
healthcare	nurs	nursing	0	0	0	2	0	0	0	0	2	2	2	2	2	2	2	2	0	0	2	0	0	0	0	2	2	4	2	2	3	2	0	2	0	2	2	4	2	2	2	2	0	2	2	2	2	2	2	0
healthcare	nurs	nursing	2	1	2	1	1	1	1	1	4	2	2	4	3	2	4	4	3	3	3	3	3	4	3	3	4	3	3	2	3	3	3	3	4	3	3	2	4	3	3	3	4	3	1	3	2	2	1	2
healthcare	nurs	nursing	2	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	3	2	1	2	2	3	3	3	1	2	0	2	1	2	1	1	3	2	1	2	1	1	2	2
healthcare	human servic	human Services	2	2	1	2	2	3	4	3	2	2	1	2	1	1	1	0	4	4	2	4	4	4	2	4	3	0	4	3	4	4	4	4	2	3	3	4	3	2	3	1	2	4	2	2	1	3	0	3
healthcare	medicin	Medical	4	3	0	4	2	4	1	1	4	4	4	4	4	4	4	4	3	1	3	3	4	4	1	4	2	3	0	2	0	0	0	0	2	2	0	1	2	0	0	3	3	4	2	1	4	4	1	2
healthcare	medicin	medicine	2	1	0	2	0	0	0	2	4	3	0	4	3	1	4	2	3	3	0	1	2	3	0	2	4	4	4	1	4	0	2	2	2	2	2	2	3	2	0	2	0	1	2	2	2	3	2	2
healthcare	medicin	Medicine	1	3	1	2	1	2	1	1	4	3	3	3	3	3	3	3	2	2	3	3	2	3	2	3	2	2	3	3	3	1	1	3	0	2	1	1	2	1	0	1	0	2	2	1	2	2	0	0
healthcare	nurs	nursing	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
healthcare	medicin assist	medical assisting	2	0	0	3	0	2	0	2	3	3	2	3	2	3	3	3	1	3	2	3	2	4	4	4	3	2	2	3	3	2	1	2	0	2	3	3	3	3	3	3	2	0	3	2	2	2	2	1
healthcare	nutrit	dietetics	3	2	1	1	1	2	1	2	1	3	2	2	1	2	1	2	1	1	3	1	1	1	1	3	4	4	3	3	3	2	2	3	0	2	2	2	3	2	2	2	1	1	0	0	1	0	1	1
healthcare	social work	Social Work	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	3	3	0	0	0	3	4	4	3	4	2	2	4	0	2	0	0	3	0	0	0	0	0	0	2	0	0	0	0
healthcare	social work	Social Work	3	3	2	3	0	3	0	1	3	3	3	3	2	3	2	3	3	4	3	3	3	3	3	3	3	3	0	3	3	4	4	3	1	0	2	1	3	3	3	3	0	1	1	3	3	1	2	0
healthcare	nurs	nursing	2	1	0	2	4	1	4	1	2	1	0	1	1	0	1	0	2	2	4	1	1	3	2	2	3	3	4	3	4	4	3	3	3	4	4	4	2	4	3	4	4	4	4	4	4	3	4	4
healthcare	medicin	medicine	2	1	1	1	1	1	1	0	4	1	1	3	3	1	2	1	2	1	1	1	1	1	1	0	3	1	2	2	3	1	1	1	1	1	1	0	3	1	0	1	1	1	1	1	1	1	1	1
healthcare	nurs	nursing	3	1	0	2	1	1	2	3	4	3	3	3	3	2	3	0	1	1	1	0	0	1	3	1	2	3	3	2	3	1	2	2	3	2	3	3	3	3	2	2	2	1	2	2	2	1	3	2
healthcare	medicin	Medicine	1	1	2	1	1	1	1	1	4	2	2	3	2	1	2	3	1	1	3	1	2	3	1	2	1	2	1	0	1	1	2	1	0	1	1	1	2	1	2	2	2	1	1	2	2	2	2	1
healthcare	nurs	Nursing	2	0	1	0	1	1	1	0	4	4	0	4	4	4	2	4	3	3	2	4	2	2	3	2	0	4	4	3	4	0	0	4	1	1	0	1	0	2	1	0	1	1	1	1	0	1	0	1
healthcare	nurs	Nursing	2	1	0	3	0	2	2	0	4	1	1	3	2	1	2	1	3	3	2	3	2	4	1	3	3	3	3	3	4	3	4	3	2	1	2	1	1	1	2	3	1	2	1	2	3	3	1	1
healthcare	pharmaci	pharmacy	0	3	0	2	0	3	0	4	3	4	0	3	0	4	0	2	3	0	4	1	2	2	2	4	3	3	3	4	3	3	2	3	2	4	2	3	2	3	4	0	3	2	3	2	0	4	1	2
healthcare	nurs	Nursing	2	0	0	0	0	0	0	0	4	2	2	4	3	2	3	0	0	0	2	1	1	3	0	0	2	3	3	3	3	3	2	4	0	2	0	0	3	2	0	1	0	2	1	2	2	3	0	0
healthcare	medicin	Medicine	1	0	3	0	0	0	0	0	4	3	3	4	3	1	2	2	4	4	4	3	4	3	0	3	4	4	4	3	4	4	3	1	1	2	3	3	4	1	4	2	0	1	0	1	1	0	0	0
healthcare	nurs	nursing	3	1	0	2	2	1	2	2	2	3	3	2	2	2	2	1	1	3	3	1	1	1	0	3	2	4	2	1	2	2	2	2	1	1	1	1	2	1	2	2	1	2	2	1	2	1	2	4
healthcare	nurs	Nursing 	2	0	0	0	0	0	0	0	4	3	3	3	3	4	0	1	0	1	3	1	1	1	0	1	0	3	3	3	0	3	3	4	0	0	3	2	0	0	0	3	0	0	0	0	0	0	0	0
healthcare	nurs	nursing 	0	0	0	0	0	0	0	0	4	0	0	2	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	2	0	2	3	0	3	3	2	2	0	1	0	0	0	1	2
healthcare	pharmaci	pharmacy science	1	0	0	1	1	1	1	0	3	3	3	3	3	3	3	2	2	2	3	3	1	3	3	1	2	2	2	1	2	2	3	1	1	1	1	2	1	2	0	2	2	2	1	1	2	2	2	1
healthcare	pharmaci	Pharmacy	3	2	2	0	0	0	3	3	3	3	3	3	3	3	3	2	3	4	4	4	4	4	4	3	1	4	1	3	3	3	3	3	3	2	4	3	1	3	2	2	1	2	2	2	2	3	2	3
healthcare	medicin	M.D.	3	3	1	1	1	3	1	1	4	2	1	2	2	2	2	1	2	2	2	1	3	2	0	3	4	3	2	2	2	1	2	2	2	2	4	1	1	1	3	3	3	0	0	1	0	1	2	1
healthcare	nurs	Nursing	1	0	0	1	0	2	1	2	4	4	3	3	4	4	4	3	0	0	0	2	2	0	0	0	2	4	4	3	3	3	4	4	0	2	2	0	2	2	1	1	1	2	0	1	2	2	0	1
healthcare	pharmaci	pharmacy 	3	0	1	1	0	2	0	0	4	0	2	4	2	1	3	3	2	3	3	2	2	3	3	3	4	4	4	4	4	2	2	2	1	0	3	2	3	3	0	3	0	2	0	1	0	0	0	0
healthcare	nurs	Nursing	0	0	0	0	0	0	0	0	4	1	3	4	3	2	3	0	0	0	0	0	0	0	0	0	0	3	4	0	4	0	0	3	1	2	0	3	0	0	2	0	2	0	0	0	0	0	0	0
healthcare	medicin	medicine	2	2	4	0	1	2	1	1	4	4	4	4	4	2	2	3	1	4	4	3	4	1	1	2	4	4	3	3	3	1	1	2	2	4	2	1	3	1	1	1	0	2	2	1	1	1	1	1
healthcare	nurs	nursing	2	0	0	2	0	1	1	0	4	4	2	2	2	3	2	2	2	1	1	0	1	3	1	1	2	1	2	1	2	0	0	1	1	1	1	0	1	1	0	1	0	1	1	0	2	2	0	1
